permit_number,supervisor,contractor_id,contractor_phone,district_name,governorate_name,location,supervisor_entered_by_inspector,violation_status_ar,violation_name,violation_code,media_count,ַ׃ד ַבדÞַזב
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.803563720492477,""longitude"":46.7770381484375}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.824754224884835,""longitude"":46.71524005273437}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד ֿׁד ַבֽÝׁ זֵÚַֹֿ ַבַֽבֹ Úבל דַ ßַהÊ Úבםו ָÚֿ ַבַהÊוֱַ דה ַבÚדב Ýם ַבדזÞÚ, 3/6 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.824754224884835,""longitude"":46.71524005273437}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ׃םַּ ֳׁײם ֳז בזַֽÊ ֵׁװַֿםֹ ֳז ֵװַֹׁ Êֽ׀םׁםֹ Úַß׃ֹ Úהֿ דה״Þֹ ַבÚדב ַבÊם Ê׃ָָ ־״ׁנַ Úבל ַבדװַֹ ֳז ַבֽׁßֹ ַבדׁזׁםֹ , 3/8 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.824754224884835,""longitude"":46.71524005273437}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.824754224884835,""longitude"":46.71524005273437}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.824754224884835,""longitude"":46.71524005273437}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד ױםַהֹ ַב׃םַּ ֳז ַבבזַֽÊ ַבֵׁװַֿםֹ ֳז ַבÊֽ׀םׁםֹ Úהֿ דה״Þֹ ַבÚדב (בßב דזÞÚ), 3/9 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.824754224884835,""longitude"":46.71524005273437}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,ַבÚדב ַָבדזÞÚ ָֿזה Êׁ־םױ ֳז ַבÚדב ָדזÞÚ ד־ַבÝ בדַ הױ Úבםו Ýם ַבׁ־ױֹ, 3/3 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.75992480750517,""longitude"":46.75575213769531}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.75992480750517,""longitude"":46.75575213769531}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ׃םַּ ֳׁײם ֳז בזַֽÊ ֵׁװַֿםֹ ֳז ֵװַֹׁ Êֽ׀םׁםֹ Úַß׃ֹ Úהֿ דה״Þֹ ַבÚדב ַבÊם Ê׃ָָ ־״ׁנַ Úבל ַבדװַֹ ֳז ַבֽׁßֹ ַבדׁזׁםֹ , 3/8 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.75992480750517,""longitude"":46.75575213769531}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.80979659792422,""longitude"":46.6605372642594}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד Êּֿםֿ Êׁ־םױ ֳÚדַב דװַׁםÚ ַבָהםֹ ַבÊֽÊםֹ ֳז Úֿד Êדֿםֿ דֹֿ ַבÊׁ־םױ, 3/4 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ÚֿםַָÊ,ַבֽׁםÞ,"[{""latitude"":24.65006225487956,""longitude"":46.788024507994635}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,ֵÊבַÝ ַבֳׁױÝֹ ַבÚַדֹ ֳז ֳׁױÝֹ ַבדהַׂב זַֽÝÊוַ ֳָם ז׃םבֹ ßַהÊ, 3/14 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ÚֿםַָÊ,ַבֽׁםÞ,"[{""latitude"":24.65006225487956,""longitude"":46.788024507994635}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ֿׁד ַבֽÝׁ זֵÚַֹֿ ַבַֽבֹ Úבל דַ ßַהÊ Úבםו ָÚֿ ַבַהÊוֱַ דה ַבÚדב Ýם ַבדזÞÚ, 3/6 ,5,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.874384550291467,""longitude"":46.61315872422034}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד הÙַÝֹ דזÞÚ ַבÚדב ֳֻהֱַ ַבÚדב זָÚֿ ַבַהÊוֱַ דהו, 3/26 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.83784066692244,""longitude"":46.66259720078284}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,5,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.83784066692244,""longitude"":46.66259720078284}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.823133927240395,""longitude"":46.6497798040005}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,ַבÊװזםה ־ַּׁ ה״ַÞ דה״Þֹ ַבÚדב ַבדׁ־ױֹ, 3/28 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.77551189499757,""longitude"":46.72920181504065}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ׃םַּ ֳׁײם ֳז בזַֽÊ ֵׁװַֿםֹ ֳז ֵװַֹׁ Êֽ׀םׁםֹ Úַß׃ֹ Úהֿ דה״Þֹ ַבÚדב ַבÊם Ê׃ָָ ־״ׁנַ Úבל ַבדװַֹ ֳז ַבֽׁßֹ ַבדׁזׁםֹ , 3/8 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.794213816803925,""longitude"":46.658477327735966}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.794213816803925,""longitude"":46.658477327735966}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ׃םַּ ֳׁײם ֳז בזַֽÊ ֵׁװַֿםֹ ֳז ֵװַֹׁ Êֽ׀םׁםֹ Úַß׃ֹ Úהֿ דה״Þֹ ַבÚדב ַבÊם Ê׃ָָ ־״ׁנַ Úבל ַבדװַֹ ֳז ַבֽׁßֹ ַבדׁזׁםֹ , 3/8 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.794213816803925,""longitude"":46.658477327735966}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,ַ׃Ê־ַֿד ֽזַּׂ דִÞÊֹ דÊוַבßֹ זÊַבÝֹ זÛםׁ דֿוזהֹ זÛםׁ דÊדַֻבֹ, 3/41 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.794213816803925,""longitude"":46.658477327735966}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,ַבÚדב ַָבדזÞÚ ָֿזה Êׁ־םױ ֳז ַבÚדב ָדזÞÚ ד־ַבÝ בדַ הױ Úבםו Ýם ַבׁ־ױֹ, 3/3 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.794213816803925,""longitude"":46.658477327735966}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.80755282287952,""longitude"":46.65252638603175}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.80755282287952,""longitude"":46.65252638603175}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ׃םַּ ֳׁײם ֳז בזַֽÊ ֵׁװַֿםֹ ֳז ֵװַֹׁ Êֽ׀םׁםֹ Úַß׃ֹ Úהֿ דה״Þֹ ַבÚדב ַבÊם Ê׃ָָ ־״ׁנַ Úבל ַבדװַֹ ֳז ַבֽׁßֹ ַבדׁזׁםֹ , 3/8 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.80755282287952,""longitude"":46.65252638603175}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.80755282287952,""longitude"":46.65252638603175}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד Êּֿםֿ Êׁ־םױ ֳÚדַב דװַׁםÚ ַבָהםֹ ַבÊֽÊםֹ ֳז Úֿד Êדֿםֿ דֹֿ ַבÊׁ־םױ, 3/4 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.80755282287952,""longitude"":46.65252638603175}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,ַ׃Ê־ַֿד ֽזַּׂ דִÞÊֹ דÊוַבßֹ זÊַבÝֹ זÛםׁ דֿוזהֹ זÛםׁ דÊדַֻבֹ, 3/41 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.763665886923828,""longitude"":46.77497821191406}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד Êּֿםֿ Êׁ־םױ ֳÚדַב דװַׁםÚ ַבָהםֹ ַבÊֽÊםֹ ֳז Úֿד Êדֿםֿ דֹֿ ַבÊׁ־םױ, 3/4 ,5,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.763665886923828,""longitude"":46.77497821191406}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.763665886923828,""longitude"":46.77497821191406}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ַבÊַׂד ַבדÞַזב ָזײÚ װÚַׁ ַבּוֹ ַב־ֿדםֹ ַָבֵײַÝֹ ֵבל װÚַׁ ַבדÞַזב זַ׃דו Úבל ַבֽזַּׂ ַבדִÞÊֹ, 3/1 ,5,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.82413102648222,""longitude"":46.77772479394531}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ֿׁד ַבֽÝׁ זֵÚַֹֿ ַבַֽבֹ Úבל דַ ßַהÊ Úבםו ָÚֿ ַבַהÊוֱַ דה ַבÚדב Ýם ַבדזÞÚ, 3/6 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.773018092478736,""longitude"":46.87385516503906}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.773018092478736,""longitude"":46.87385516503906}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ׃םַּ ֳׁײם ֳז בזַֽÊ ֵׁװַֿםֹ ֳז ֵװַֹׁ Êֽ׀םׁםֹ Úַß׃ֹ Úהֿ דה״Þֹ ַבÚדב ַבÊם Ê׃ָָ ־״ׁנַ Úבל ַבדװַֹ ֳז ַבֽׁßֹ ַבדׁזׁםֹ , 3/8 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.773018092478736,""longitude"":46.87385516503906}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,ַ׃Ê־ַֿד ֽזַּׂ דִÞÊֹ דÊוַבßֹ זÊַבÝֹ זÛםׁ דֿוזהֹ זÛםׁ דÊדַֻבֹ, 3/41 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.827870169862468,""longitude"":46.70928909531409}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.827870169862468,""longitude"":46.70928909531409}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.80668019838258,""longitude"":46.699676058204716}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.80668019838258,""longitude"":46.699676058204716}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.80668019838258,""longitude"":46.699676058204716}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ׃םַּ ֳׁײם ֳז בזַֽÊ ֵׁװַֿםֹ ֳז ֵװַֹׁ Êֽ׀םׁםֹ Úַß׃ֹ Úהֿ דה״Þֹ ַבÚדב ַבÊם Ê׃ָָ ־״ׁנַ Úבל ַבדװַֹ ֳז ַבֽׁßֹ ַבדׁזׁםֹ , 3/8 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.792967109717292,""longitude"":46.606292269142216}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,ַ׃Ê־ַֿד ֽזַּׂ דִÞÊֹ דÊוַבßֹ זÊַבÝֹ זÛםׁ דֿוזהֹ זÛםׁ דÊדַֻבֹ, 3/41 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.689446783987126,""longitude"":46.76124530175781}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ׃םַּ ֳׁײם ֳז בזַֽÊ ֵׁװַֿםֹ ֳז ֵװַֹׁ Êֽ׀םׁםֹ Úַß׃ֹ Úהֿ דה״Þֹ ַבÚדב ַבÊם Ê׃ָָ ־״ׁנַ Úבל ַבדװַֹ ֳז ַבֽׁßֹ ַבדׁזׁםֹ , 3/8 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.689446783987126,""longitude"":46.76124530175781}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.689446783987126,""longitude"":46.76124530175781}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.789850287180123,""longitude"":46.650237581642216}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ׃םַּ ֳׁײם ֳז בזַֽÊ ֵׁװַֿםֹ ֳז ֵװַֹׁ Êֽ׀םׁםֹ Úַß׃ֹ Úהֿ דה״Þֹ ַבÚדב ַבÊם Ê׃ָָ ־״ׁנַ Úבל ַבדװַֹ ֳז ַבֽׁßֹ ַבדׁזׁםֹ , 3/8 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.789850287180123,""longitude"":46.650237581642216}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.789850287180123,""longitude"":46.650237581642216}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
