permit_number,supervisor,contractor_id,contractor_phone,district_name,governorate_name,location,supervisor_entered_by_inspector,violation_status_ar,violation_name,violation_code,media_count,ַ׃ד ַבדÞַזב
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.71502307020477,""longitude"":46.666488221679685}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,ַ׃Ê־ַֿד ֽזַּׂ דִÞÊֹ דÊוַבßֹ זÊַבÝֹ זÛםׁ דֿוזהֹ זÛםׁ דÊדַֻבֹ, 3/41 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.771771172434246,""longitude"":46.82716327050781}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד Êּֿםֿ Êׁ־םױ ֳÚדַב דװַׁםÚ ַבָהםֹ ַבÊֽÊםֹ ֳז Úֿד Êדֿםֿ דֹֿ ַבÊׁ־םױ, 3/4 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.771771172434246,""longitude"":46.82716327050781}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד ַבÊַׂד ַבדÞַזב ָזײÚ װÚַׁ ַבּוֹ ַב־ֿדםֹ ַָבֵײַÝֹ ֵבל װÚַׁ ַבדÞַזב זַ׃דו Úבל ַבֽזַּׂ ַבדִÞÊֹ, 3/1 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.771771172434246,""longitude"":46.82716327050781}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.771771172434246,""longitude"":46.82716327050781}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.84391500116163,""longitude"":46.724909130532154}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ׃םַּ ֳׁײם ֳז בזַֽÊ ֵׁװַֿםֹ ֳז ֵװַֹׁ Êֽ׀םׁםֹ Úַß׃ֹ Úהֿ דה״Þֹ ַבÚדב ַבÊם Ê׃ָָ ־״ׁנַ Úבל ַבדװַֹ ֳז ַבֽׁßֹ ַבדׁזׁםֹ , 3/8 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.745582959460833,""longitude"":46.70631366113281}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ֿׁד ַבֽÝׁ זֵÚַֹֿ ַבַֽבֹ Úבל דַ ßַהÊ Úבםו ָÚֿ ַבַהÊוֱַ דה ַבÚדב Ýם ַבדזÞÚ, 3/6 ,5,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.745582959460833,""longitude"":46.70631366113281}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד Êּֿםֿ Êׁ־םױ ֳÚדַב דװַׁםÚ ַבָהםֹ ַבÊֽÊםֹ ֳז Úֿד Êדֿםֿ דֹֿ ַבÊׁ־םױ, 3/4 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.745582959460833,""longitude"":46.70631366113281}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ַבÊַׂד ַבדÞַזב ָזײÚ װÚַׁ ַבּוֹ ַב־ֿדםֹ ַָבֵײַÝֹ ֵבל װÚַׁ ַבדÞַזב זַ׃דו Úבל ַבֽזַּׂ ַבדִÞÊֹ, 3/1 ,5,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.745582959460833,""longitude"":46.70631366113281}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,ַבÊװזםה ־ַּׁ ה״ַÞ דה״Þֹ ַבÚדב ַבדׁ־ױֹ, 3/28 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.766161033118525,""longitude"":46.64314270019531}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,ַבÊװזםה ־ַּׁ ה״ַÞ דה״Þֹ ַבÚדב ַבדׁ־ױֹ, 3/28 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.766783367033455,""longitude"":46.84158282617187}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.766783367033455,""longitude"":46.84158282617187}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.766783367033455,""longitude"":46.84158282617187}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד ַבÊַׂד ַבדÞַזב ָזײÚ װÚַׁ ַבּוֹ ַב־ֿדםֹ ַָבֵײַÝֹ ֵבל װÚַׁ ַבדÞַזב זַ׃דו Úבל ַבֽזַּׂ ַבדִÞÊֹ, 3/1 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.81789887000968,""longitude"":46.696929476173466}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.826623801278732,""longitude"":46.60766556015784}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,ַבÊװזםה ־ַּׁ ה״ַÞ דה״Þֹ ַבÚדב ַבדׁ־ױֹ, 3/28 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.817275637119067,""longitude"":46.6934962486344}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,ַבÊװזםה ־ַּׁ ה״ַÞ דה״Þֹ ַבÚדב ַבדׁ־ױֹ, 3/28 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.7973305296959,""longitude"":46.6715235923844}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,ַ׃Ê־ַֿד ֽזַּׂ דִÞÊֹ דÊוַבßֹ זÊַבÝֹ זÛםׁ דֿוזהֹ זÛםׁ דÊדַֻבֹ, 3/41 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.822261412461216,""longitude"":46.68731643906409}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ׃םַּ ֳׁײם ֳז בזַֽÊ ֵׁװַֿםֹ ֳז ֵװַֹׁ Êֽ׀םׁםֹ Úַß׃ֹ Úהֿ דה״Þֹ ַבÚדב ַבÊם Ê׃ָָ ־״ׁנַ Úבל ַבדװַֹ ֳז ַבֽׁßֹ ַבדׁזׁםֹ , 3/8 ,5,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.819768549871398,""longitude"":46.67633011093909}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.819768549871398,""longitude"":46.67633011093909}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.794213816803925,""longitude"":46.68182327500159}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד ֿׁד ַבֽÝׁ זֵÚַֹֿ ַבַֽבֹ Úבל דַ ßַהÊ Úבםו ָÚֿ ַבַהÊוֱַ דה ַבÚדב Ýם ַבדזÞÚ, 3/6 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.766159877271726,""longitude"":46.74270587304687}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,״זםÞ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.78299300195982,""longitude"":46.85668902734375}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,ַבÚדב ַָבדזÞÚ ָֿזה Êׁ־םױ ֳז ַבÚדב ָדזÞÚ ד־ַבÝ בדַ הױ Úבםו Ýם ַבׁ־ױֹ, 3/3 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.81291291911015,""longitude"":46.647490999610966}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ׃םַּ ֳׁײם ֳז בזַֽÊ ֵׁװַֿםֹ ֳז ֵװַֹׁ Êֽ׀םׁםֹ Úַß׃ֹ Úהֿ דה״Þֹ ַבÚדב ַבÊם Ê׃ָָ ־״ׁנַ Úבל ַבדװַֹ ֳז ַבֽׁßֹ ַבדׁזׁםֹ , 3/8 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.811666400038927,""longitude"":46.61315872422034}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד Êּֿםֿ Êׁ־םױ ֳÚדַב דװַׁםÚ ַבָהםֹ ַבÊֽÊםֹ ֳז Úֿד Êדֿםֿ דֹֿ ַבÊׁ־םױ, 3/4 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.811666400038927,""longitude"":46.61315872422034}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.811666400038927,""longitude"":46.61315872422034}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.804810321049864,""longitude"":46.66809036484534}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.804810321049864,""longitude"":46.66809036484534}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד Êּֿםֿ Êׁ־םױ ֳÚדַב דװַׁםÚ ַבָהםֹ ַבÊֽÊםֹ ֳז Úֿד Êדֿםֿ דֹֿ ַבÊׁ־םױ, 3/4 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.807303484559014,""longitude"":46.6550441001969}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד Êּֿםֿ Êׁ־םױ ֳÚדַב דװַׁםÚ ַבָהםֹ ַבÊֽÊםֹ ֳז Úֿד Êדֿםֿ דֹֿ ַבÊׁ־םױ, 3/4 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.821638201516684,""longitude"":46.65710403672034}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.821638201516684,""longitude"":46.65710403672034}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ׃םַּ ֳׁײם ֳז בזַֽÊ ֵׁװַֿםֹ ֳז ֵװַֹׁ Êֽ׀םׁםֹ Úַß׃ֹ Úהֿ דה״Þֹ ַבÚדב ַבÊם Ê׃ָָ ־״ׁנַ Úבל ַבדװַֹ ֳז ַבֽׁßֹ ַבדׁזׁםֹ , 3/8 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.821638201516684,""longitude"":46.65710403672034}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד Êּֿםֿ Êׁ־םױ ֳÚדַב דװַׁםÚ ַבָהםֹ ַבÊֽÊםֹ ֳז Úֿד Êדֿםֿ דֹֿ ַבÊׁ־םױ, 3/4 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.821638201516684,""longitude"":46.65710403672034}]",װׁßֹ ַבַÊױַבַÊ ַב׃Úזֿםֹ ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.831054195147512,""longitude"":46.61969594861927}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,5,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.831054195147512,""longitude"":46.61969594861927}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ֿׁד ַבֽÝׁ זֵÚַֹֿ ַבַֽבֹ Úבל דַ ßַהÊ Úבםו ָÚֿ ַבַהÊוֱַ דה ַבÚדב Ýם ַבדזÞÚ, 3/6 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.831054195147512,""longitude"":46.61969594861927}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד Êּֿםֿ Êׁ־םױ ֳÚדַב דװַׁםÚ ַבָהםֹ ַבÊֽÊםֹ ֳז Úֿד Êדֿםֿ דֹֿ ַבÊׁ־םױ, 3/4 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.82606877373227,""longitude"":46.61214284803333}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד הÙַÝֹ דזÞÚ ַבÚדב ֳֻהֱַ ַבÚדב זָÚֿ ַבַהÊוֱַ דהו, 3/26 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהÝב,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.82606877373227,""longitude"":46.61214284803333}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ֿׁד ַבֽÝׁ זֵÚַֹֿ ַבַֽבֹ Úבל דַ ßַהÊ Úבםו ָÚֿ ַבַהÊוֱַ דה ַבÚדב Ýם ַבדזÞÚ, 3/6 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.7973305296959,""longitude"":46.67358352890784}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ֿׁד ַבֽÝׁ זֵÚַֹֿ ַבַֽבֹ Úבל דַ ßַהÊ Úבםו ָÚֿ ַבַהÊוֱַ דה ַבÚדב Ýם ַבדזÞÚ, 3/6 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.7973305296959,""longitude"":46.67358352890784}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד הÙַÝֹ דזÞÚ ַבÚדב ֳֻהֱַ ַבÚדב זָÚֿ ַבַהÊוֱַ דהו, 3/26 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.801693796154172,""longitude"":46.60491897812659}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,ַבÊװזםה ־ַּׁ ה״ַÞ דה״Þֹ ַבÚדב ַבדׁ־ױֹ, 3/28 ,5,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.805433616627944,""longitude"":46.603545687110966}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,ׁדם ד־בÝַÊ ַבֽÝׁ ַָּהָ ַבדװׁזÚ ַֻהֱַ ֳÚדַב דװַׁםÚ ַבָהםֹ ַבÊֽÊםֹ, 3/51 ,5,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.81041986843011,""longitude"":46.63787796250159}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,ַבÚדב ַָבדזÞÚ ָֿזה Êׁ־םױ ֳז ַבÚדב ָדזÞÚ ד־ַבÝ בדַ הױ Úבםו Ýם ַבׁ־ױֹ, 3/3 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.813774103963524,""longitude"":46.5341944908219}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ַהַֹׁ Êֽ׀םׁםֹ Úבל ßַדב ַבÊֽזםבֹ ַבדׁזׁםֹ, 3/58 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבׁזײֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.84967958916385,""longitude"":46.6385646080094}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,ַבÚדב ַָבדזÞÚ ָֿזה Êׁ־םױ ֳז ַבÚדב ָדזÞÚ ד־ַבÝ בדַ הױ Úבםו Ýם ַבׁ־ױֹ, 3/3 ,6,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.789850287180123,""longitude"":46.75643878320312}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד זײÚ ׃םַּ ֳׁײם ֳז בזַֽÊ ֵׁװַֿםֹ ֳז ֵװַֹׁ Êֽ׀םׁםֹ Úַß׃ֹ Úהֿ דה״Þֹ ַבÚדב ַבÊם Ê׃ָָ ־״ׁנַ Úבל ַבדװַֹ ֳז ַבֽׁßֹ ַבדׁזׁםֹ , 3/8 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
NULL,No data,7001554067,569092936,ַבהֿזֹ,דֿםהֹ ַבׁםַײ,"[{""latitude"":24.751818748944622,""longitude"":46.78070022812659}]",ַבַÊױַבַÊ ַב׃Úזֿםֹ,דÞָזב,Úֿד ַבַבÊַׂד ַָװÊַׁ״ַÊ ֳדַßה ַ׃Ê־ַֿד ז״ׁÞ Êׁßםָ ַבֽזַּׂ ַבדִÞÊֹ, 3/44 ,4,װׁßֹ ַבָֽׁ ַבדÊז׃״ ַבֽֿםֻו בבַÊױַבַÊ ַב׃בßםו
